purchase_order_id,product_id,supplier_id,order_date,unit_price,quantity
342,42,3,2024-03-20,86.32,169.0
343,23,2,2024-02-11,100.44,420.0
344,15,3,2024-01-21,124.57,113.0
345,28,2,2024-01-10,68.39,341.0
346,34,2,2024-11-08,95.33,66.0
347,2,1,2024-06-01,112.41,302.0
348,32,3,2024-11-07,98.55,118.0
349,23,2,2024-10-20,88.64,225.0
350,22,2,2024-03-26,89.77,151.0
351,42,2,2024-04-22,106.31,167.0
352,25,2,2024-07-07,68.59,95.0
353,22,2,2024-04-21,102.49,260.0
354,22,3,2024-06-23,114.52,425.0
355,49,2,2024-11-05,92.76,259.0
356,11,2,2024-10-28,68.8,485.0
357,42,2,2024-01-04,89.76,437.0
358,6,3,2024-08-09,97.52,120.0
359,15,1,2024-08-08,78.47,74.0
360,33,2,2024-06-19,100.61,362.0
361,43,2,2024-11-13,103.44,96.0
362,37,3,2024-07-31,124.05,292.0
363,33,3,2024-09-09,96.7,177.0
364,8,3,2024-05-03,102.23,27.0
365,5,3,2024-05-07,88.98,309.0
366,44,2,2024-07-31,90.46,305.0
367,44,1,2024-04-21,114.08,211.0
368,5,2,2024-03-25,95.31,358.0
369,39,2,2024-01-04,116.53,257.0
370,4,1,2024-03-05,99.06,474.0
371,6,1,2024-11-13,77.12,430.0
372,45,1,2024-12-11,86.14,318.0
373,32,3,2024-04-29,148.37,205.0
374,11,2,2024-08-30,97.99,355.0
375,30,2,2024-05-16,67.69,66.0
376,47,2,2024-09-03,77.23,150.0
377,35,3,2024-02-14,85.74,167.0
378,39,2,2024-05-25,82.13,220.0
379,40,3,2024-06-24,78.02,300.0
380,11,2,2024-02-11,129.25,258.0
381,16,1,2024-10-23,113.29,203.0
382,13,2,2024-03-29,96.0,240.0
383,50,2,2024-08-05,88.25,null
384,42,3,2024-08-15,96.77,229.0
385,30,2,2024-10-24,135.62,474.0
386,19,2,2024-10-17,82.7,156.0
387,17,1,2024-03-07,68.46,218.0
388,19,1,2024-09-07,113.35,465.0
389,28,1,2024-02-10,120.16,195.0
390,39,3,2024-04-08,129.03,270.0
391,26,3,2024-11-01,92.95,16.0
392,37,2,2024-12-25,93.16,241.0
393,26,1,2024-12-07,140.25,252.0
394,5,2,2024-03-19,600.4693600736717,51.0
395,23,2,2024-10-27,98.3,356.0
396,9,1,2024-07-17,110.07,28.0
397,12,2,2024-05-26,91.28,476.0
398,5,2,2024-04-15,106.02,53.0
399,1,3,2024-07-11,105.7,308.0
400,1,2,2024-05-01,116.68,116.0
401,47,1,2024-03-17,80.3,409.0
402,34,3,2024-11-07,null,441.0
403,32,3,2024-04-21,76.67,9.0
404,33,2,2024-12-14,137.51,11.0
405,48,2,2024-10-23,91.62,485.0
406,25,2,2024-06-18,66.9,107.0
407,40,2,2024-01-06,155.55,301.0
408,45,3,2024-07-15,89.58,341.0
409,5,2,2024-04-07,101.9,258.0
410,1,1,2024-11-24,66.09,182.0
411,16,2,2024-08-17,98.94,418.0
412,39,2,2024-06-16,133.45,170.0
413,5,2,2024-10-23,114.1,null
414,22,2,2024-09-21,65.98,325.0
415,29,2,2024-01-08,84.74,139.0
416,39,3,2024-06-20,118.36,285.0
417,3,2,2024-12-25,112.73,111.0
418,12,2,2024-07-13,90.28,92.0
419,26,2,2024-09-25,107.94,220.0
420,16,2,2024-01-19,76.04,5.0
421,42,1,2024-12-19,73.86,20.0
422,37,2,2024-12-17,710.7100480685427,101.0
423,22,1,2024-02-18,118.51,295.0
424,29,2,2024-12-21,97.9,458.0
425,14,1,2024-12-03,100.08,416.0
426,28,1,2024-06-06,38.6,157.0
427,5,1,2024-03-06,99.01,450.0
428,47,3,2024-12-12,111.02,383.0
429,49,1,2024-02-28,58.21,1.0
430,30,2,2024-11-04,100.88,212.0
431,46,1,2024-11-03,98.67,119.0
432,11,2,2024-12-02,90.69,385.0
433,5,1,2024-06-07,126.15,260.0
434,12,3,2024-09-27,121.35,399.0
435,16,2,2024-04-30,166.35,175.0
436,26,1,2024-09-10,75.74,414.0
437,26,1,2024-09-17,108.57,134.0
438,48,3,2024-05-14,130.0,102.0
439,21,1,2024-09-30,86.16,385.0
440,39,2,2024-02-25,133.83,455.0
441,36,1,2024-11-26,107.3,null
442,33,1,2024-04-05,65.07,448.0
443,30,2,2024-04-23,74.28,389.0
444,37,2,2024-12-22,null,54.0
445,23,1,2024-01-28,98.24,305.0
446,10,3,2024-11-01,124.77,7.0
447,33,2,2024-01-02,98.21,356.0
448,5,1,2024-07-30,123.99,3.0
449,36,2,2024-03-08,102.16,332.0
450,34,1,2024-05-07,100.25,379.0
451,11,2,2024-11-28,94.16,445.0
452,31,2,2024-01-24,119.64,335.0
453,10,2,2024-09-09,102.59,468.0
454,19,1,2024-08-17,85.35,425.0
455,32,1,2024-06-24,106.64,149.0
456,1,1,2024-08-08,90.85,288.0
457,5,1,2024-02-05,89.75,12.0
458,45,2,2024-01-02,123.65,485.0
459,4,2,2024-12-26,96.81,104.0
460,16,2,2024-09-30,142.69,111.0
461,24,3,2024-06-25,114.71,263.0
462,16,1,2024-09-20,84.68,435.0
463,39,3,2024-07-04,null,173.0
464,2,2,2024-01-15,75.18,95.0
465,49,3,2024-10-05,112.12,321.0
466,28,1,2024-07-12,82.87,444.0
467,32,2,2024-07-16,54.69,203.0
468,27,2,2024-12-14,66.97,45.0
469,20,1,2024-10-31,77.92,34.0
470,24,2,2024-03-04,106.74,211.0
471,12,1,2024-10-16,98.35,395.0
472,50,2,2024-01-18,118.86,225.0
473,35,2,2024-03-04,81.86,417.0
474,33,2,2024-12-27,93.51,264.0
475,33,1,2024-11-25,134.95,301.0
476,42,1,2024-12-23,93.18,456.0
477,43,1,2024-09-07,104.49,226.0
478,37,2,2024-01-17,86.87,104.0
479,12,2,2024-05-20,95.49,475.0
480,3,2,2024-11-03,109.51,221.0
481,1,2,2024-11-15,113.14,334.0
482,33,3,2024-09-01,102.36,418.0
483,40,3,2024-10-16,94.8,301.0
484,10,1,2024-12-16,102.6,123.0
485,43,2,2024-03-27,85.28,485.0
486,44,2,2024-07-17,95.69,449.0
487,29,1,2024-12-23,106.65,457.0
488,13,2,2024-06-09,119.74,436.0
489,12,1,2024-05-19,81.77,394.0
490,31,2,2024-03-16,96.46,222.0
491,46,2,2024-01-19,79.9,43.0
492,2,3,2024-11-25,91.11,210.0
493,42,1,2024-02-19,120.01,337.0
494,50,2,2024-08-19,89.27,454.0
495,35,3,2024-10-21,98.08,11.0
496,23,3,2024-01-12,75.26,216.0
497,17,2,2024-11-30,88.78,164.0
498,26,2,2024-01-15,69.03,225.0
499,8,2,2024-01-28,105.57,225.0
500,29,1,2024-10-18,107.36,246.0
501,26,2,2024-11-16,106.74,146.0
502,10,2,2024-09-06,108.02,191.0
503,26,2,2024-04-07,106.77,261.0
504,34,2,2024-10-29,69.47,287.0
505,42,2,2024-12-02,84.24,16.0
506,41,1,2024-02-08,55.13,194.0
507,7,2,2024-02-07,90.73,9.0
508,4,2,2024-10-26,82.59,2.0
509,5,1,2024-06-27,99.23,293.0
510,50,2,2024-04-06,149.19,84.0
511,45,2,2024-10-08,115.65,443.0
512,11,1,2024-08-25,130.59,209.0
513,29,2,2024-06-12,116.43,58.0
514,36,1,2024-04-06,98.0,473.0
515,25,2,2024-09-13,99.81,339.0
516,21,1,2024-11-04,117.29,106.0
517,36,3,2024-09-18,104.97,136.0
518,10,2,2024-10-19,94.24,308.0
519,37,3,2024-09-14,128.53,331.0
520,9,3,2024-09-05,108.89,461.0
521,24,2,2024-09-01,71.5,77.0
522,35,2,2024-09-07,96.39,457.0
523,49,1,2024-05-02,101.0,325.0
524,35,2,2024-11-20,91.91,210.0
525,48,3,2024-06-17,92.3,232.0
526,36,3,2024-06-23,null,125.0
527,18,2,2024-09-25,64.31,180.0
528,49,2,2024-07-22,60.75,462.0
529,39,3,2024-11-20,86.93,290.0
530,32,2,2024-03-06,91.99,214.0
531,24,2,2024-11-10,73.21,null
532,23,1,2024-11-19,79.52,97.0
533,32,3,2024-02-28,965.8856038509678,408.0
534,37,1,2024-08-06,120.62,249.0
535,12,3,2024-09-22,119.31,221.0
536,49,1,2024-05-20,119.98,13.0
537,39,1,2024-08-23,79.79,306.0
538,13,2,2024-08-05,95.55,91.0
539,23,1,2024-01-15,124.71,193.0
540,25,2,2024-10-28,64.71,199.0
541,35,2,2024-05-17,90.81,260.0
542,41,3,2024-08-19,104.44,64.0
543,30,2,2024-03-29,65.9,330.0
544,17,3,2024-03-17,108.58,232.0
545,49,2,2024-05-15,130.94,227.0
546,20,3,2024-04-19,124.49,167.0
547,48,1,2024-12-18,null,251.0
548,25,3,2024-10-27,116.29,447.0
549,22,3,2024-03-31,65.67,186.0
550,13,2,2024-07-08,105.57,249.0
551,19,2,2024-03-13,93.91,272.0
552,49,2,2024-06-21,97.01,475.0
553,36,2,2024-02-04,102.08,340.0
554,12,2,2024-07-28,107.75,446.0
555,41,3,2024-10-24,70.96,138.0
556,19,3,2024-05-12,80.39,109.0
557,12,1,2024-10-09,94.87,318.0
558,9,1,2024-07-16,64.43,417.0
559,7,3,2024-02-01,102.74,455.0
560,28,2,2024-05-15,116.65,426.0
561,14,3,2024-09-04,127.84,44.0
562,31,1,2024-12-24,101.93,430.0
563,11,2,2024-12-06,137.73,342.0
564,19,2,2024-05-25,99.3,491.0
565,47,1,2024-11-29,74.86,337.0
566,16,3,2024-05-22,98.88,201.0
567,5,2,2024-08-21,95.89,378.0
568,5,3,2024-02-13,110.32,104.0
569,35,3,2024-02-01,105.41,458.0
570,12,1,2024-08-18,103.99,484.0
571,25,2,2024-01-28,119.34,479.0
572,11,1,2024-06-08,91.4,415.0
573,21,3,2024-11-28,110.77,389.0
574,36,2,2024-07-25,105.62,120.0
575,5,2,2024-01-18,102.28,402.0
576,23,2,2024-04-12,98.69,390.0
577,16,1,2024-03-10,74.57,362.0
578,39,2,2024-04-28,94.92,434.0
579,45,1,2024-05-18,96.2,383.0
580,5,2,2024-06-08,85.55,28.0
581,42,3,2024-08-19,72.84,107.0
582,39,2,2024-05-27,88.87,280.0
583,14,1,2024-12-18,90.53,453.0
584,31,1,2024-08-30,73.19,28.0
585,5,2,2024-02-04,73.17,186.0
586,35,2,2024-11-20,58.16,195.0
587,23,3,2024-12-20,105.9,146.0
588,29,2,2024-08-26,119.56,260.0
589,43,3,2024-11-29,100.32,360.0
590,11,2,2024-05-28,91.91,177.0
591,18,2,2024-04-20,72.2,128.0
592,47,1,2024-01-17,55.9,384.0
593,12,2,2024-08-13,99.34,106.0
594,9,2,2024-05-19,112.31,416.0
595,10,3,2024-05-23,83.35,352.0
596,44,1,2024-09-16,121.11,383.0
597,17,2,2024-08-04,86.22,211.0
598,38,1,2024-06-10,121.7,349.0
599,7,2,2024-04-01,84.38,481.0
600,46,2,2024-06-22,46.74,322.0
601,13,1,2024-11-26,112.53,314.0
602,40,1,2024-07-23,81.54,11.0
603,42,1,2024-06-01,69.15,367.0
604,9,1,2024-04-12,109.63,481.0
605,50,3,2024-07-20,82.21,489.0
606,27,1,2024-10-06,71.74,360.0
607,2,2,2024-03-05,126.23,321.0
608,5,2,2024-04-26,95.91,384.0
609,29,3,2024-06-01,71.3,490.0
610,37,2,2024-06-04,90.74,17.0
611,38,2,2024-06-12,142.65,370.0
612,19,2,2024-03-22,102.25,336.0
613,8,2,2024-01-06,87.16,66.0
614,48,3,2024-11-17,110.03,374.0
615,45,2,2024-03-07,90.91,113.0
616,1,2,2024-08-25,89.81,132.0
617,22,1,2024-03-12,86.87,416.0
618,11,1,2024-04-04,117.08,71.0
619,17,1,2024-10-30,103.9,413.0
620,7,3,2024-11-21,128.44,61.0
621,25,2,2024-03-18,106.14,444.0
622,45,3,2024-03-07,130.55,457.0
623,4,2,2024-06-24,113.0,314.0
624,36,2,2024-11-16,null,483.0
625,6,1,2024-06-20,97.29,244.0
626,31,3,2024-09-11,136.56,309.0
627,19,3,2024-03-03,null,5.0
628,44,1,2024-10-28,130.94,370.0
629,33,3,2024-09-02,79.85,317.0
630,39,1,2024-07-10,62.5,21.0
631,27,2,2024-11-24,83.14,186.0
632,10,2,2024-03-11,103.31,209.0
633,26,2,2024-12-31,87.09,231.0
634,19,2,2024-08-16,100.55,14.0
635,39,1,2024-03-03,90.98,null
636,3,3,2024-10-23,64.71,79.0
637,45,2,2024-09-01,108.58,469.0
638,13,2,2024-01-07,100.62,182.0
639,50,2,2024-09-16,126.59,78.0
640,28,3,2024-03-29,103.2,297.0
641,20,3,2024-06-25,115.65,272.0
642,28,1,2024-07-22,83.61,51.0
643,8,2,2024-05-13,106.94,257.0
644,41,2,2024-03-22,116.17,296.0
645,39,3,2024-01-21,111.13,18.0
646,1,1,2024-05-07,95.47,290.0
647,3,2,2024-07-13,107.01,218.0
648,13,2,2024-07-12,112.45,445.0
649,28,3,2024-07-02,124.03,100.0
650,49,2,2024-09-03,88.78,149.0
651,25,3,2024-12-26,77.66,385.0
652,33,1,2024-12-25,83.37,155.0
653,38,2,2024-11-19,102.91,435.0
654,5,2,2024-06-08,100.09,395.0
655,6,2,2024-07-12,112.55,376.0
656,44,3,2024-04-19,116.62,102.0
657,45,2,2024-03-06,62.3,115.0
658,32,2,2024-09-10,90.38,270.0
659,45,1,2024-10-09,104.24,92.0
660,47,3,2024-02-29,122.3,439.0
661,21,2,2024-04-27,98.93,411.0
662,16,3,2024-02-13,127.31,406.0
663,33,1,2024-07-28,111.03,21.0
664,21,3,2024-02-05,107.62,120.0
