purchase_order_id,product_id,supplier_id,order_date,quantity,unit_price,gasto_real,gasto_minimo_proyectado
5631,1,2,2024-03-18,95.0,85.07,8081.65,4776.6
5661,1,1,2024-08-29,64.0,108.78,6961.92,3217.92
5792,1,1,2024-02-09,465.0,73.58,34214.7,23380.2
5795,1,2,2024-10-11,424.0,65.36,27712.64,21318.72
5956,1,2,2024-10-03,127.0,102.99,13079.73,6385.56
6077,1,2,2024-11-23,240.0,69.49,16677.6,12067.2
6139,1,2,2024-01-23,326.0,87.28,28453.28,16391.28
6156,1,2,2024-11-20,40.0,135.05,5402.0,2011.2
6226,1,2,2024-11-11,445.0,106.91,47574.95,22374.600000000002
6289,1,2,2024-01-24,395.0,78.65,31066.750000000004,19860.600000000002
6352,1,1,2024-11-24,232.0,65.38,15168.16,11664.960000000001
6378,1,2,2024-06-21,232.0,75.92,17613.44,11664.960000000001
6385,1,2,2024-05-22,184.0,88.88,16353.919999999998,9251.52
6469,1,3,2024-01-05,68.0,104.08,7077.44,3419.04
6563,1,2,2024-01-16,35.0,88.88,3110.7999999999997,1759.8
6787,1,1,2024-09-07,358.0,90.82,32513.559999999998,18000.24
6803,1,2,2024-03-18,305.0,74.09,22597.45,15335.4
6878,1,2,2024-12-04,61.0,50.28,3067.08,3067.08
6993,1,3,2024-03-24,367.0,124.41,45658.47,18452.760000000002
7012,1,2,2024-08-12,95.0,90.69,8615.55,4776.6
7015,1,2,2024-09-16,173.0,121.75,21062.75,8698.44
7192,1,2,2024-11-18,217.0,80.32,17429.44,10910.76
7203,1,2,2024-05-20,358.0,96.09,34400.22,18000.24
7250,1,2,2024-01-07,376.0,107.86,40555.36,18905.28
7392,1,1,2024-03-17,108.0,98.61,10649.88,5430.24
7481,1,3,2024-02-14,98.0,119.04,11665.92,4927.4400000000005
7528,1,1,2024-12-30,450.0,94.48,42516.0,22626.0
7610,1,2,2024-08-31,445.0,99.89,44451.05,22374.600000000002
7629,1,1,2024-05-08,54.0,57.11,3083.94,2715.12
7828,1,2,2024-10-17,412.0,81.97,33771.64,20715.36
7840,1,2,2024-07-06,413.0,82.54,34089.020000000004,20765.64
7903,1,1,2024-02-21,54.0,76.37,4123.9800000000005,2715.12
7978,1,3,2024-02-15,348.0,112.21,39049.079999999994,17497.44
7980,1,2,2024-06-18,106.0,104.27,11052.619999999999,5329.68
8028,1,3,2024-10-27,265.0,103.14,27332.1,13324.2
8051,1,3,2024-04-19,421.0,80.24,33781.04,21167.88
8072,1,2,2024-10-13,435.0,104.89,45627.15,21871.8
8093,1,1,2024-11-28,151.0,115.64,17461.64,7592.28
8099,1,2,2024-06-05,400.0,144.47,57788.0,20112.0
8101,1,2,2024-06-06,346.0,82.85,28666.1,17396.88
8112,1,3,2024-12-19,103.0,116.79,12029.37,5178.84
8145,1,2,2024-01-17,318.0,125.33,39854.94,15989.04
8200,1,2,2024-05-17,489.0,104.56,51129.840000000004,24586.920000000002
8348,1,3,2024-08-25,368.0,101.82,37469.759999999995,18503.04
8491,1,2,2024-05-04,24.0,67.59,1622.16,1206.72
8546,1,3,2024-01-30,116.0,122.98,14265.68,5832.4800000000005
8640,1,2,2024-11-07,387.0,90.14,34884.18,19458.36
8704,1,3,2024-11-13,426.0,73.93,31494.180000000004,21419.28
8816,1,3,2024-12-09,221.0,118.26,26135.460000000003,11111.880000000001
8933,1,2,2024-11-24,160.0,99.06,15849.6,8044.8
8965,1,2,2024-09-17,441.0,77.69,34261.29,22173.48
8987,1,2,2024-08-25,144.0,84.37,12149.28,7240.32
9072,1,2,2024-08-20,82.0,79.11,6487.0199999999995,4122.96
9086,1,3,2024-07-17,18.0,109.93,1978.7400000000002,905.04
9090,1,2,2024-04-28,246.0,121.42,29869.32,12368.880000000001
9147,1,2,2024-01-25,155.0,112.28,17403.4,7793.400000000001
9419,1,3,2024-12-03,215.0,84.29,18122.350000000002,10810.2
9425,1,1,2024-10-22,159.0,87.92,13979.28,7994.52
9468,1,2,2024-04-21,52.0,76.94,4000.88,2614.56
9562,1,2,2024-07-02,6.0,104.92,629.52,301.68
9585,1,3,2024-10-13,380.0,90.25,34295.0,19106.4
9586,1,2,2024-09-24,223.0,128.72,28704.56,11212.44
9588,1,2,2024-07-04,91.0,122.83,11177.53,4575.4800000000005
9605,1,1,2024-10-12,486.0,113.76,55287.36,24436.08
9623,1,1,2024-10-05,198.0,95.06,18821.88,9955.44
9664,1,2,2024-05-23,92.0,112.68,10366.560000000001,4625.76
9674,1,1,2024-09-09,446.0,133.01,59322.46,22424.88
9957,1,2,2024-01-16,157.0,112.23,17620.11,7893.96
10031,1,1,2024-04-10,30.0,91.14,2734.2,1508.4
10079,1,3,2024-09-28,337.0,98.17,33083.29,16944.36
10089,1,2,2024-08-06,106.0,110.25,11686.5,5329.68
10158,1,1,2024-04-12,373.0,108.39,40429.47,18754.44
10319,1,1,2024-12-30,495.0,104.65,51801.75,24888.600000000002
10502,1,3,2024-05-25,340.0,98.75,33575.0,17095.2
10656,1,2,2024-11-09,34.0,96.51,3281.34,1709.52
10724,1,1,2024-04-26,344.0,94.77,32600.879999999997,17296.32
10750,1,2,2024-02-28,166.0,80.23,13318.18,8346.48
11011,1,3,2024-01-22,456.0,114.51,52216.560000000005,22927.68
11102,1,2,2024-02-03,373.0,117.67,43890.91,18754.44
11110,1,2,2024-08-17,405.0,96.14,38936.7,20363.4
11114,1,2,2024-07-25,158.0,102.0,16116.0,7944.24
11221,1,3,2024-03-22,24.0,74.0,1776.0,1206.72
11239,1,1,2024-04-12,300.0,98.32,29495.999999999996,15084.0
11301,1,3,2024-04-09,132.0,71.2,9398.4,6636.96
11303,1,1,2024-02-27,70.0,127.89,8952.3,3519.6
11316,1,2,2024-03-28,150.0,90.12,13518.0,7542.0
11338,1,3,2024-11-27,315.0,104.66,32967.9,15838.2
11368,1,1,2024-09-04,197.0,105.28,20740.16,9905.16
11382,1,2,2024-10-26,425.0,95.63,40642.75,21369.0
11445,1,3,2024-11-18,105.0,114.41,12013.05,5279.400000000001
11503,1,2,2024-05-13,309.0,107.99,33368.909999999996,15536.52
11506,1,1,2024-01-18,32.0,71.65,2292.8,1608.96
11522,1,2,2024-06-25,184.0,72.5,13340.0,9251.52
11524,1,2,2024-01-19,49.0,104.29,5110.21,2463.7200000000003
11565,1,3,2024-01-11,120.0,95.06,11407.2,6033.6
11590,1,2,2024-01-13,216.0,87.88,18982.079999999998,10860.48
11684,1,1,2024-07-24,234.0,141.48,33106.32,11765.52
11870,1,3,2024-05-28,387.0,67.98,26308.260000000002,19458.36
11886,1,2,2024-02-28,147.0,50.73,7457.3099999999995,7391.16
11923,1,2,2024-01-04,74.0,136.29,10085.46,3720.7200000000003
11968,1,2,2024-12-15,431.0,100.5,43315.5,21670.68
11987,1,1,2024-01-05,412.0,100.84,41546.08,20715.36
11565,1,3,2024-01-11,120.0,95.06,11407.2,6033.6
5631,1,2,2024-03-18,95.0,85.07,8081.65,4776.6
8099,1,2,2024-06-05,400.0,144.47,57788.0,20112.0
2360,1,1,2024-10-26,303.0,96.18,29142.54,15234.84
8072,1,2,2024-10-13,435.0,104.89,45627.15,21871.8
9605,1,1,2024-10-12,486.0,113.76,55287.36,24436.08
5304,1,2,2024-07-16,322.0,80.16,25811.52,16190.16
64,2,2,2024-11-16,459.0,95.29,43738.11,24652.89
110,2,3,2024-04-18,114.0,101.39,11558.460000000001,6122.9400000000005
117,2,3,2024-06-03,301.0,86.64,26078.64,16166.710000000001
118,2,2,2024-03-19,143.0,92.92,13287.56,7680.53
127,2,2,2024-01-17,84.0,76.49,6425.16,4511.64
187,2,1,2024-10-20,488.0,86.46,42192.479999999996,26210.48
224,2,2,2024-01-06,30.0,109.04,3271.2000000000003,1611.3
310,2,1,2024-02-01,471.0,88.54,41702.340000000004,25297.41
313,2,1,2024-03-03,315.0,82.28,25918.2,16918.65
347,2,1,2024-06-01,302.0,112.41,33947.82,16220.42
464,2,2,2024-01-15,95.0,75.18,7142.1,5102.45
492,2,3,2024-11-25,210.0,91.11,19133.1,11279.1
607,2,2,2024-03-05,321.0,126.23,40519.83,17240.91
727,2,2,2024-12-26,111.0,99.36,11028.96,5961.81
813,2,3,2024-08-30,104.0,71.82,7469.279999999999,5585.84
851,2,3,2024-05-12,343.0,120.25,41245.75,18422.53
925,2,1,2024-06-04,290.0,60.29,17484.1,15575.9
1012,2,2,2024-04-16,287.0,136.16,39077.92,15414.77
1024,2,1,2024-09-27,346.0,95.98,33209.08,18583.66
1065,2,2,2024-03-29,389.0,85.76,33360.64,20893.19
1132,2,1,2024-03-28,478.0,76.76,36691.28,25673.38
1166,2,1,2024-08-08,81.0,115.74,9374.939999999999,4350.51
1189,2,2,2024-02-21,433.0,128.75,55748.75,23256.43
1275,2,3,2024-03-29,450.0,75.72,34074.0,24169.5
1338,2,2,2024-07-31,458.0,107.66,49308.28,24599.18
1414,2,1,2024-12-23,441.0,90.48,39901.68,23686.11
1421,2,2,2024-04-10,447.0,135.84,60720.48,24008.37
1453,2,1,2024-11-01,487.0,132.02,64293.740000000005,26156.77
1505,2,3,2024-09-14,191.0,113.06,21594.46,10258.61
1546,2,1,2024-07-24,370.0,73.65,27250.500000000004,19872.7
1663,2,2,2024-12-23,44.0,138.61,6098.84,2363.2400000000002
1857,2,2,2024-12-04,284.0,125.6,35670.4,15253.64
1863,2,3,2024-07-22,350.0,113.8,39830.0,18798.5
1947,2,3,2024-04-21,344.0,128.49,44200.560000000005,18476.24
2019,2,1,2024-07-28,304.0,98.13,29831.519999999997,16327.84
2063,2,2,2024-01-19,241.0,122.88,29614.079999999998,12944.11
2075,2,1,2024-05-10,80.0,101.16,8092.799999999999,4296.8
2181,2,3,2024-04-26,228.0,108.74,24792.719999999998,12245.880000000001
2210,2,2,2024-10-13,441.0,89.42,39434.22,23686.11
2223,2,1,2024-09-24,300.0,77.55,23265.0,16113.0
2229,2,3,2024-05-04,436.0,141.61,61741.96000000001,23417.56
2280,2,2,2024-10-22,338.0,104.35,35270.299999999996,18153.98
2371,2,2,2024-04-21,281.0,107.28,30145.68,15092.51
2431,2,2,2024-11-21,358.0,120.99,43314.42,19228.18
2439,2,3,2024-05-24,336.0,79.44,26691.84,18046.56
2500,2,3,2024-05-13,331.0,80.92,26784.52,17778.010000000002
2590,2,2,2024-05-25,265.0,103.36,27390.4,14233.15
2629,2,3,2024-05-06,278.0,123.9,34444.200000000004,14931.380000000001
2645,2,1,2024-01-01,428.0,107.48,46001.44,22987.88
2648,2,3,2024-06-16,195.0,118.91,23187.45,10473.45
2713,2,2,2024-07-04,147.0,56.28,8273.16,7895.37
2716,2,3,2024-06-12,320.0,103.71,33187.2,17187.2
2760,2,2,2024-01-21,79.0,92.32,7293.28,4243.09
2762,2,2,2024-11-14,304.0,122.22,37154.88,16327.84
2770,2,3,2024-03-12,151.0,122.05,18429.55,8110.21
2813,2,2,2024-01-23,276.0,96.65,26675.4,14823.960000000001
2823,2,2,2024-07-11,400.0,102.34,40936.0,21484.0
2869,2,3,2024-03-08,404.0,115.34,46597.36,21698.84
2924,2,2,2024-09-27,40.0,123.12,4924.8,2148.4
2998,2,3,2024-02-06,340.0,109.29,37158.6,18261.4
3017,2,2,2024-12-01,403.0,106.02,42726.06,21645.13
3082,2,3,2024-12-10,494.0,103.64,51198.16,26532.74
3135,2,2,2024-09-17,226.0,96.24,21750.239999999998,12138.460000000001
3395,2,3,2024-10-31,364.0,112.08,40797.12,19550.44
3398,2,2,2024-11-28,4.0,99.25,397.0,214.84
3438,2,3,2024-02-11,167.0,80.01,13361.67,8969.57
3480,2,2,2024-05-16,498.0,77.23,38460.54,26747.58
3549,2,1,2024-07-17,170.0,135.83,23091.100000000002,9130.7
3592,2,2,2024-02-23,285.0,92.52,26368.199999999997,15307.35
3695,2,2,2024-07-06,49.0,112.08,5491.92,2631.79
3766,2,2,2024-12-02,201.0,83.81,16845.81,10795.710000000001
3870,2,1,2024-05-05,364.0,94.6,34434.4,19550.44
3889,2,1,2024-11-06,485.0,110.29,53490.65,26049.350000000002
3893,2,1,2024-09-05,40.0,61.93,2477.2,2148.4
3910,2,3,2024-12-17,264.0,119.99,31677.359999999997,14179.44
3917,2,3,2024-03-27,344.0,108.9,37461.6,18476.24
4193,2,2,2024-05-24,193.0,117.25,22629.25,10366.03
4226,2,2,2024-11-15,54.0,81.25,4387.5,2900.34
4250,2,3,2024-03-17,2.0,96.16,192.32,107.42
4259,2,2,2024-05-13,242.0,111.66,27021.719999999998,12997.82
4426,2,3,2024-12-16,227.0,121.12,27494.24,12192.17
4477,2,2,2024-11-09,397.0,70.05,27809.85,21322.87
4689,2,2,2024-03-02,194.0,102.68,19919.920000000002,10419.74
4725,2,2,2024-07-28,246.0,81.19,19972.739999999998,13212.66
4937,2,3,2024-01-14,43.0,94.47,4062.21,2309.53
5017,2,2,2024-09-05,472.0,98.96,46709.119999999995,25351.12
5058,2,1,2024-10-28,95.0,101.24,9617.8,5102.45
5086,2,2,2024-03-25,32.0,93.64,2996.48,1718.72
5130,2,3,2024-03-21,227.0,108.92,24724.84,12192.17
5147,2,2,2024-04-01,300.0,135.79,40737.0,16113.0
5274,2,2,2024-03-24,228.0,89.77,20467.559999999998,12245.880000000001
5389,2,1,2024-05-15,148.0,59.78,8847.44,7949.08
5499,2,1,2024-10-08,126.0,116.98,14739.480000000001,6767.46
5512,2,2,2024-12-19,105.0,73.64,7732.2,5639.55
5527,2,1,2024-05-06,69.0,61.98,4276.62,3705.9900000000002
5552,2,2,2024-04-07,408.0,92.89,37899.12,21913.68
5605,2,3,2024-05-22,277.0,126.67,35087.590000000004,14877.67
5616,2,2,2024-01-03,462.0,77.23,35680.26,24814.02
5683,2,1,2024-03-14,272.0,122.5,33320.0,14609.12
5743,2,1,2024-06-16,96.0,60.22,5781.12,5156.16
5827,2,3,2024-06-02,158.0,94.71,14964.179999999998,8486.18
5831,2,2,2024-11-18,210.0,134.53,28251.3,11279.1
5938,2,1,2024-10-18,48.0,77.66,3727.68,2578.08
6100,2,3,2024-10-04,113.0,79.5,8983.5,6069.2300000000005
6191,2,1,2024-08-08,89.0,106.3,9460.699999999999,4780.1900000000005
6201,2,1,2024-12-31,488.0,60.74,29641.120000000003,26210.48
6292,2,2,2024-09-30,195.0,87.2,17004.0,10473.45
6351,2,2,2024-10-15,365.0,96.35,35167.75,19604.15
6491,2,2,2024-08-09,438.0,108.75,47632.5,23524.98
6503,2,2,2024-04-21,219.0,69.82,15290.579999999998,11762.49
6621,2,3,2024-08-28,258.0,98.35,25374.3,13857.18
6647,2,2,2024-08-04,221.0,93.59,20683.39,11869.91
6771,2,2,2024-04-02,266.0,87.86,23370.76,14286.86
6774,2,1,2024-03-18,253.0,60.71,15359.630000000001,13588.630000000001
6829,2,1,2024-12-02,39.0,97.9,3818.1000000000004,2094.69
6832,2,3,2024-10-30,281.0,88.12,24761.72,15092.51
6864,2,1,2024-03-04,330.0,92.01,30363.300000000003,17724.3
6877,2,3,2024-07-22,430.0,118.42,50920.6,23095.3
6884,2,3,2024-03-25,55.0,73.42,4038.1,2954.05
6887,2,3,2024-03-16,396.0,85.9,34016.4,21269.16
6986,2,2,2024-06-10,45.0,61.35,2760.75,2416.95
7017,2,2,2024-04-22,79.0,112.97,8924.63,4243.09
7241,2,2,2024-11-07,81.0,124.28,10066.68,4350.51
7286,2,1,2024-06-06,291.0,110.09,32036.190000000002,15629.61
7312,2,1,2024-07-14,434.0,105.25,45678.5,23310.14
7456,2,3,2024-03-10,45.0,89.83,4042.35,2416.95
7584,2,2,2024-02-09,469.0,94.91,44512.79,25189.99
7595,2,2,2024-05-01,490.0,118.91,58265.9,26317.9
7680,2,1,2024-02-29,479.0,75.6,36212.399999999994,25727.09
7709,2,3,2024-03-10,229.0,116.81,26749.49,12299.59
7732,2,3,2024-01-04,209.0,118.45,24756.05,11225.39
7922,2,1,2024-02-13,453.0,90.29,40901.37,24330.63
7963,2,1,2024-03-27,299.0,129.94,38852.06,16059.29
8134,2,3,2024-01-29,13.0,88.01,1144.13,698.23
8171,2,2,2024-04-14,49.0,79.42,3891.58,2631.79
8230,2,3,2024-03-08,430.0,86.58,37229.4,23095.3
8258,2,1,2024-06-05,104.0,83.59,8693.36,5585.84
8321,2,2,2024-08-21,359.0,96.9,34787.1,19281.89
8380,2,2,2024-10-26,59.0,92.39,5451.01,3168.89
8400,2,3,2024-10-18,202.0,79.52,16063.039999999999,10849.42
8409,2,3,2024-07-18,134.0,119.72,16042.48,7197.14
8505,2,3,2024-01-24,123.0,89.53,11012.19,6606.33
8516,2,1,2024-02-11,176.0,75.33,13258.08,9452.960000000001
8599,2,3,2024-07-23,39.0,115.71,4512.69,2094.69
8622,2,2,2024-06-14,58.0,133.12,7720.96,3115.18
8659,2,3,2024-08-08,223.0,78.09,17414.07,11977.33
8668,2,1,2024-04-11,473.0,95.46,45152.579999999994,25404.83
8840,2,3,2024-05-10,465.0,95.09,44216.85,24975.15
8916,2,2,2024-04-11,397.0,87.0,34539.0,21322.87
9018,2,3,2024-07-27,62.0,53.71,3330.02,3330.02
9030,2,2,2024-01-12,53.0,95.04,5037.12,2846.63
9133,2,2,2024-05-08,444.0,105.1,46664.399999999994,23847.24
9160,2,3,2024-03-22,21.0,68.82,1445.2199999999998,1127.91
9202,2,3,2024-08-01,438.0,101.4,44413.200000000004,23524.98
9249,2,2,2024-03-01,428.0,127.4,54527.200000000004,22987.88
9252,2,2,2024-01-12,357.0,105.43,37638.51,19174.47
9299,2,1,2024-04-20,60.0,80.51,4830.6,3222.6
9320,2,3,2024-06-08,144.0,71.42,10284.48,7734.24
9413,2,2,2024-03-16,99.0,100.34,9933.66,5317.29
9432,2,1,2024-02-21,71.0,111.54,7919.34,3813.41
9438,2,1,2024-04-21,153.0,104.65,16011.45,8217.630000000001
9480,2,3,2024-12-30,182.0,100.99,18380.18,9775.22
9557,2,1,2024-10-14,471.0,73.95,34830.450000000004,25297.41
9573,2,3,2024-06-06,254.0,93.38,23718.52,13642.34
9576,2,2,2024-11-29,212.0,65.3,13843.599999999999,11386.52
9652,2,3,2024-05-14,46.0,126.8,5832.8,2470.66
9696,2,2,2024-11-12,247.0,91.52,22605.44,13266.37
9716,2,2,2024-12-04,215.0,59.7,12835.5,11547.65
9727,2,3,2024-08-10,392.0,102.65,40238.8,21054.32
9821,2,2,2024-10-04,240.0,131.68,31603.2,12890.4
9834,2,2,2024-07-25,160.0,67.36,10777.6,8593.6
9841,2,3,2024-10-27,87.0,104.25,9069.75,4672.77
9872,2,3,2024-02-14,192.0,135.24,25966.08,10312.32
9960,2,2,2024-12-03,121.0,90.7,10974.7,6498.91
10004,2,2,2024-12-13,143.0,86.74,12403.82,7680.53
10039,2,3,2024-02-08,466.0,95.68,44586.880000000005,25028.86
10065,2,1,2024-11-08,234.0,70.41,16475.94,12568.14
10068,2,3,2024-12-24,70.0,124.12,8688.4,3759.7000000000003
10106,2,2,2024-10-05,156.0,128.08,19980.480000000003,8378.76
10119,2,2,2024-06-07,156.0,101.6,15849.599999999999,8378.76
10132,2,2,2024-09-05,47.0,105.8,4972.599999999999,2524.37
10137,2,1,2024-02-03,319.0,89.31,28489.89,17133.49
10151,2,2,2024-12-04,81.0,115.47,9353.07,4350.51
10308,2,1,2024-04-27,131.0,88.97,11655.07,7036.01
10389,2,1,2024-05-10,255.0,100.3,25576.5,13696.050000000001
10402,2,1,2024-06-10,190.0,126.38,24012.2,10204.9
10468,2,2,2024-12-09,351.0,84.1,29519.1,18852.21
10469,2,1,2024-02-02,29.0,90.75,2631.75,1557.59
10625,2,2,2024-02-06,289.0,81.08,23432.12,15522.19
10634,2,2,2024-06-19,334.0,81.43,27197.620000000003,17939.14
10637,2,2,2024-04-16,49.0,113.27,5550.23,2631.79
10792,2,1,2024-04-21,12.0,120.1,1441.1999999999998,644.52
11053,2,3,2024-04-26,412.0,87.81,36177.72,22128.52
11062,2,2,2024-02-18,13.0,77.23,1003.99,698.23
11076,2,2,2024-05-13,419.0,103.99,43571.81,22504.49
11090,2,3,2024-02-11,100.0,94.32,9432.0,5371.0
11133,2,2,2024-01-21,466.0,80.51,37517.66,25028.86
11169,2,2,2024-02-15,144.0,100.27,14438.88,7734.24
11264,2,2,2024-05-05,474.0,97.08,46015.92,25458.54
11289,2,2,2024-04-01,74.0,117.67,8707.58,3974.54
11305,2,2,2024-11-15,442.0,110.23,48721.66,23739.82
11334,2,2,2024-02-18,342.0,114.98,39323.16,18368.82
11370,2,3,2024-11-07,12.0,109.83,1317.96,644.52
11420,2,2,2024-04-15,313.0,121.49,38026.369999999995,16811.23
11436,2,2,2024-04-23,322.0,66.24,21329.28,17294.62
11563,2,3,2024-04-04,316.0,131.61,41588.76,16972.36
11583,2,3,2024-03-13,440.0,80.51,35424.4,23632.4
11585,2,2,2024-07-17,379.0,68.55,25980.45,20356.09
11659,2,3,2024-05-18,72.0,124.02,8929.44,3867.12
11660,2,2,2024-12-06,123.0,75.75,9317.25,6606.33
11676,2,2,2024-11-08,10.0,139.39,1393.8999999999999,537.1
11700,2,3,2024-12-04,296.0,65.87,19497.52,15898.16
11784,2,2,2024-12-16,481.0,118.64,57065.840000000004,25834.510000000002
11803,2,3,2024-06-20,384.0,65.95,25324.800000000003,20624.64
